
<<< setup

 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 838 variables, 1,184 constraints
 ! Presolve      : 349 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.03s (0.03s extraction + 0.01s propagation)
 !  . Log search space  : 243.2 (before), 243.2 (after)
 !  . Memory usage      : 4.1 MB (before), 4.1 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        640                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             4      213  0.18s        1      (gap is 100.0%)
 ! Using failure-directed search.
               4      675          6    1         1 >= vUsed(5)
 + New bound is 1 (gap is 75.00%)
               4      875          6    1         1 >= vUsed(6)
 + New bound is 2 (gap is 50.00%)
               4    1,151        436    1   F         !presenceOf(itvJ2V#71#5)
 + New bound is 3 (gap is 25.00%)
               4   34,498        277    1   F         !presenceOf(itvJ2V#73#1)
 + New bound is 4 (gap is 0.00%)
 ! ----------------------------------------------------------------------------
 ! Search completed, 1 solution found.
 ! Best objective         : 4 (optimal - effective tol. is 0)
 ! Best bound             : 4
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 262,893
 ! Number of fails        : 153,713
 ! Total memory usage     : 69.5 MB (69.1 MB CP Optimizer + 0.4 MB Concert)
 ! Time spent in solve    : 5.38s (5.35s engine + 0.03s extraction)
 ! Search speed (br. / s) : 49,148.1
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
13	charge	0	1354	1359
15	charge	0	80	85
22	charge	0	278	283
11	charge	0	476	481
19	charge	0	674	679
22	charge	0	872	877
1	charge	0	1070	1075
16	charge	0	1268	1273
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 832 variables, 4,661 constraints
 ! Presolve      : 253,303 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.25s (0.25s extraction + 0.00s propagation)
 !  . Log search space  : 470.2 (before), 470.2 (after)
 !  . Memory usage      : 108.6 MB (before), 108.6 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        832                 -
 + New bound is 60,000
 *        62,606      762  1.24s        1      (gap is 4.16%)
 *        62,596    1,206  1.26s        1      (gap is 4.15%)
 *        62,552    1,049  1.27s        3      (gap is 4.08%)
 *        62,544      774  1.28s        5      (gap is 4.07%)
 *        62,361      779  1.29s        6      (gap is 3.79%)
 *        62,231    2,369  2.33s        1      (gap is 3.59%)
 *        62,202    2,670  2.34s        1      (gap is 3.54%)
 *        62,196    3,267  2.35s        1      (gap is 3.53%)
 *        62,127    3,332  2.37s        1      (gap is 3.42%)
 *        62,109    4,005  2.39s        1      (gap is 3.40%)
 *        62,108    4,633  2.41s        1      (gap is 3.39%)
 *        62,090    5,694  2.41s        1      (gap is 3.37%)
 *        62,088    6,263  2.42s        1      (gap is 3.36%)
 *        62,058    6,860  2.43s        1      (gap is 3.32%)
 *        62,056    8,295  2.43s        1      (gap is 3.31%)
 *        62,027   10,103  2.44s        2      (gap is 3.27%)
 *        62,023   11,259  2.44s        2      (gap is 3.26%)
 *        61,962   10,962  2.45s        4      (gap is 3.17%)
 *        61,895    9,210  2.46s        5      (gap is 3.06%)
 ! Time = 2.46s, Average fail depth = 12, Memory usage = 227.7 MB
 ! Current bound is 60,000 (gap is 3.06%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        61,886    9,555  2.46s        5      (gap is 3.05%)
 *        61,872   11,127  2.50s        5      (gap is 3.03%)
 *        61,867   15,712  2.85s        2      (gap is 3.02%)
 *        61,847   12,903  2.86s        5      (gap is 2.99%)
 *        61,824   13,980  2.88s        9      (gap is 2.95%)
 *        61,816   12,241  3.07s        3      (gap is 2.94%)
 *        61,811   15,709  3.09s        9      (gap is 2.93%)
 *        61,804   13,194  3.21s        3      (gap is 2.92%)
 *        61,787   17,663  3.25s        9      (gap is 2.89%)
 *        61,784   17,322  3.28s       12      (gap is 2.89%)
 *        61,762   17,411  3.29s       12      (gap is 2.85%)
 *        61,752   12,942  3.38s       10      (gap is 2.84%)
 *        61,704   13,583  3.41s       10      (gap is 2.76%)
 *        61,684   16,703  3.48s        3      (gap is 2.73%)
 *        61,682   17,049  3.49s        3      (gap is 2.73%)
 *        61,660   14,733  3.51s       10      (gap is 2.69%)
 *        61,625   15,921  3.53s       10      (gap is 2.64%)
 *        61,606   17,966  3.79s       13      (gap is 2.61%)
 *        61,602   19,122  3.81s       13      (gap is 2.60%)
 *        61,600   20,690  3.90s       10      (gap is 2.60%)
 ! Time = 3.90s, Average fail depth = 31, Memory usage = 238.8 MB
 ! Current bound is 60,000 (gap is 2.60%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        61,585   21,929  4.05s       10      (gap is 2.57%)
 *        61,560   22,325  4.06s       10      (gap is 2.53%)
 *        61,559   25,904  4.16s        5      (gap is 2.53%)
 *        61,558   18,610  4.18s       16      (gap is 2.53%)
 *        61,547   24,874  4.28s        4      (gap is 2.51%)
 *        61,546   24,963  4.30s        4      (gap is 2.51%)
 *        61,523   25,257  4.32s        4      (gap is 2.48%)
 *        61,501   25,883  4.41s        4      (gap is 2.44%)
 *        61,500   26,183  4.51s        1      (gap is 2.44%)
 *        61,498   30,896  4.70s        4      (gap is 2.44%)
 *        61,488   31,088  4.71s        4      (gap is 2.42%)
 *        61,482   30,020  4.80s        9      (gap is 2.41%)
 *        61,480   28,274  4.83s       13      (gap is 2.41%)
 *        61,464   20,983  4.90s       16      (gap is 2.38%)
 *        61,458   21,276  4.93s       16      (gap is 2.37%)
 *        61,457   33,045  5.12s       12      (gap is 2.37%)
 *        61,453   26,889  5.14s       15      (gap is 2.36%)
 *        61,452   32,948  5.22s        9      (gap is 2.36%)
 *        61,440   34,923  5.23s       12      (gap is 2.34%)
 *        61,434   28,711  5.27s       15      (gap is 2.33%)
 ! Time = 5.27s, Average fail depth = 30, Memory usage = 234.8 MB
 ! Current bound is 60,000 (gap is 2.33%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        61,428   23,322  5.29s       16      (gap is 2.32%)
 *        61,419   26,515  5.43s       16      (gap is 2.31%)
 *        61,410   26,858  5.45s       16      (gap is 2.30%)
 *        61,409   27,909  5.54s       16      (gap is 2.29%)
 *        61,404   47,907  5.94s        2      (gap is 2.29%)
 *        61,385   50,621  6.00s        2      (gap is 2.26%)
 *        61,370   47,065  6.11s        8      (gap is 2.23%)
 *        61,368   43,862  6.48s        4      (gap is 2.23%)
 *        61,366   48,434  6.49s       12      (gap is 2.23%)
 *        61,364   52,837  6.68s        8      (gap is 2.22%)
 *        61,362   47,014  6.79s        4      (gap is 2.22%)
 *        61,358   56,312  6.80s        5      (gap is 2.21%)
 *        61,349   50,821  6.88s        9      (gap is 2.20%)
 *        61,347   42,928  7.07s       14      (gap is 2.20%)
 *        61,337   58,053  7.17s        8      (gap is 2.18%)
 *        61,330   46,306  7.28s       15      (gap is 2.17%)
 *        61,324   58,752  7.56s        9      (gap is 2.16%)
 *        61,322   49,173  7.87s       16      (gap is 2.16%)
 *        61,320   58,509  9.08s       13      (gap is 2.15%)
 *        61,317   78,256  11.21s      13      (gap is 2.15%)
 ! Time = 11.21s, Average fail depth = 29, Memory usage = 233.7 MB
 ! Current bound is 60,000 (gap is 2.15%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        61,315   98,840  13.10s      10      (gap is 2.14%)
 *        61,305     105k  14.77s       3      (gap is 2.13%)
 *        61,302     231k  29.35s       5      (gap is 2.12%)
 *        61,300     220k  29.46s      13      (gap is 2.12%)
 *        61,299     236k  29.58s      14      (gap is 2.12%)
 *        61,297     218k  29.69s       6      (gap is 2.12%)
 *        61,296     223k  29.81s      16      (gap is 2.11%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 86 solutions found.
 ! Best objective         : 61,296 (gap is 2.11%)
 ! Best bound             : 60,000
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 3,709,632
 ! Number of fails        : 1,720,488
 ! Total memory usage     : 356.3 MB (230.9 MB CP Optimizer + 125.4 MB Concert)
 ! Time spent in solve    : 30.06s (29.82s engine + 0.25s extraction)
 ! Search speed (br. / s) : 124,430.0
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	charge	1	1038	1043
1	charge	2	501	506
1	charge	5	79	84
1	charge	5	275	280
1	charge	5	471	476
1	charge	7	54	59
1	charge	7	250	255
1	charge	7	446	451
1	charge	8	906	911
1	charge	8	1120	1125
1	charge	8	1334	1339
1	charge	9	1194	1199
1	charge	11	607	612
1	charge	12	936	941
1	charge	12	1380	1385
1	charge	13	215	220
1	charge	14	1354	1359
1	charge	15	674	679
1	charge	15	872	877
1	return	0	1394	1394
1	start	0	0	0
2	charge	1	206	211
2	charge	1	414	419
2	charge	2	1047	1052
2	charge	3	765	770
2	charge	4	920	925
2	charge	5	863	868
2	charge	6	815	820
2	charge	7	838	843
2	charge	9	1394	1399
2	charge	11	983	988
2	charge	12	48	53
2	charge	12	270	275
2	charge	12	492	497
2	charge	13	615	620
2	charge	14	442	447
2	charge	15	1070	1075
2	charge	15	1268	1273
2	start	0	0	0
2	return	0	1419	1419
3	charge	1	622	627
3	charge	3	1141	1146
3	charge	5	1255	1260
3	charge	6	1187	1192
3	charge	7	1230	1235
3	charge	7	1426	1431
3	charge	8	50	55
3	charge	8	264	269
3	charge	8	478	483
3	charge	8	692	697
3	charge	9	194	199
3	charge	9	394	399
3	charge	12	714	719
3	charge	13	815	820
3	charge	13	1015	1020
3	charge	14	670	675
3	return	0	1453	1453
3	start	0	0	0
4	charge	2	137	142
4	charge	2	319	324
4	charge	2	683	688
4	charge	2	865	870
4	charge	4	160	165
4	charge	4	350	355
4	charge	4	540	545
4	charge	4	730	735
4	charge	7	642	647
4	charge	10	53	58
4	charge	10	917	922
4	charge	10	1133	1138
4	charge	10	1349	1354
4	charge	11	231	236
4	charge	11	419	424
4	charge	11	795	800
4	charge	15	80	85
4	charge	15	278	283
4	charge	15	476	481
4	start	0	0	0
4	return	0	1366	1366
5	charge	1	1246	1251
5	charge	3	1329	1334
5	charge	6	1373	1378
5	charge	9	594	599
5	charge	9	794	799
5	charge	9	994	999
5	charge	10	269	274
5	charge	10	485	490
5	charge	12	1158	1163
5	charge	13	1215	1220
5	charge	13	1415	1420
5	charge	14	214	219
5	charge	14	1126	1131
5	start	0	0	0
5	return	0	1440	1440
6	charge	1	830	835
6	charge	2	1229	1234
6	charge	2	1411	1416
6	charge	3	201	206
6	charge	3	389	394
6	charge	3	577	582
6	charge	3	953	958
6	charge	4	1110	1115
6	charge	4	1300	1305
6	charge	5	667	672
6	charge	5	1059	1064
6	charge	6	71	76
6	charge	6	257	262
6	charge	6	443	448
6	charge	6	629	634
6	charge	6	1001	1006
6	charge	7	1034	1039
6	charge	10	701	706
6	charge	11	1171	1176
6	charge	11	1359	1364
6	charge	13	415	420
6	charge	14	898	903
6	return	0	1445	1445
6	start	0	0	0
Version identifier: 20.1.0.0 | 2020-11-10 | 9bedb6d68
CPXPARAM_TimeLimit                               30
CPXPARAM_MIP_Tolerances_AbsMIPGap                0.050000000000000003
CPXPARAM_MIP_Tolerances_MIPGap                   0.050000000000000003
Tried aggregator 1 time.
MIP Presolve eliminated 170175 rows and 90150 columns.
MIP Presolve modified 12660 coefficients.
Reduced MIP has 8101 rows, 86430 columns, and 265590 nonzeros.
Reduced MIP has 86400 binaries, 30 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.44 sec. (231.74 ticks)
Tried aggregator 1 time.
Detecting symmetries...
MIP Presolve modified 9570 coefficients.
Reduced MIP has 8101 rows, 86430 columns, and 265590 nonzeros.
Reduced MIP has 86400 binaries, 30 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.41 sec. (183.91 ticks)
Probing fixed 180 vars, tightened 0 bounds.
Probing time = 2.50 sec. (567.89 ticks)
Cover probing fixed 0 vars, tightened 75 bounds.
Clique table members: 176204.
MIP emphasis: balance optimality and feasibility.
MIP search method: dynamic search.
Parallel mode: deterministic, using up to 16 threads.
Root relaxation solution time = 1.97 sec. (397.12 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

      0     0    61150.0000  1543                  61150.0000       23         
*     0+    0                        61150.0000    61150.0000             0.00%
      0     0        cutoff          61150.0000    61150.0000       84    0.00%
Elapsed time = 17.00 sec. (12997.03 ticks, tree = 0.01 MB, solutions = 1)

Implied bound cuts applied:  90
Gomory fractional cuts applied:  1

Root node processing (before b&c):
  Real time             =   17.16 sec. (13003.34 ticks)
Parallel b&c, 16 threads:
  Real time             =    0.00 sec. (0.00 ticks)
  Sync time (average)   =    0.00 sec.
  Wait time (average)   =    0.00 sec.
                          ------------
Total (root+branch&cut) =   17.16 sec. (13003.34 ticks)
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 12,030 variables, 17,416 constraints
 ! Presolve      : 258,724 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 1.91s (1.91s extraction + 0.01s propagation)
 !  . Log search space  : 1,324.4 (before), 1,324.4 (after)
 !  . Memory usage      : 115.7 MB (before), 115.7 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0      9,496                 -
 + New bound is 0
 ! Using temporal relaxation.
 *            20      741  23.40s       1      (gap is 100.0%)
 *            19    1,885  23.42s       1      (gap is 100.0%)
 *            18    2,747  23.46s       1      (gap is 100.0%)
 ! Using failure-directed search.
 *            17    5,460  23.48s       3      (gap is 100.0%)
 *            16    6,751  23.49s       5      (gap is 100.0%)
 *             9    7,714  25.67s       7      (gap is 100.0%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 6 solutions found.
 ! Best objective         : 9 (gap is 100.0%)
 ! Best bound             : 0
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 113,131
 ! Number of fails        : 15,859
 ! Total memory usage     : 1.1 GB (0.9 GB CP Optimizer + 0.1 GB Concert)
 ! Time spent in solve    : 30.40s (28.50s engine + 1.91s extraction)
 ! Search speed (br. / s) : 3,970.1
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	mission	1	0	97
16	mission	1	97	311
27	mission	1	311	525
4	mission	1	525	739
25	mission	1	739	953
22	mission	1	953	1167
18	mission	1	1167	1381
14	mission	1	1381	1440
2	mission	2	0	132
20	mission	2	132	310
7	mission	2	310	488
20	mission	2	488	666
16	mission	2	666	844
2	mission	2	844	1022
13	mission	2	1022	1200
27	mission	2	1200	1378
19	mission	2	1378	1440
3	mission	3	0	147
19	mission	3	147	361
23	mission	3	361	575
27	mission	3	575	789
3	mission	3	789	1003
8	mission	3	1003	1217
10	mission	3	1217	1431
4	mission	4	0	186
5	mission	4	186	384
29	mission	4	384	582
26	mission	4	582	780
14	mission	4	780	978
7	mission	4	978	1176
17	mission	4	1176	1374
15	mission	4	1374	1440
5	mission	5	0	151
14	mission	5	151	377
10	mission	5	377	603
13	mission	5	603	829
26	mission	5	829	1055
14	mission	5	1055	1281
25	mission	5	1281	1440
6	mission	6	0	192
15	mission	6	192	424
25	mission	6	424	656
10	mission	6	656	888
18	mission	6	888	1120
2	mission	6	1120	1352
23	mission	6	1352	1440
7	mission	7	0	192
12	mission	7	192	406
9	mission	7	406	620
8	mission	7	620	834
6	mission	7	834	1048
15	mission	7	1048	1262
8	mission	7	1262	1440
8	mission	8	0	164
13	mission	8	164	388
19	mission	8	388	612
23	mission	8	612	836
27	mission	8	836	1060
3	mission	8	1060	1284
29	mission	8	1284	1440
9	mission	9	0	103
21	mission	9	103	287
4	mission	9	287	471
28	mission	9	471	655
17	mission	9	655	839
1	mission	9	839	1023
25	mission	9	1023	1207
16	mission	9	1207	1391
7	mission	9	1391	1440
10	mission	10	0	210
1	mission	10	210	418
14	mission	10	418	626
7	mission	10	626	834
11	mission	10	834	1042
19	mission	10	1042	1250
1	mission	10	1250	1440
11	mission	11	0	144
28	mission	11	144	340
24	mission	11	340	536
1	mission	11	536	732
19	mission	11	732	928
10	mission	11	928	1124
4	mission	11	1124	1320
20	mission	11	1320	1440
12	mission	12	0	163
22	mission	12	163	381
17	mission	12	381	599
21	mission	12	599	817
4	mission	12	817	1035
29	mission	12	1035	1253
28	mission	12	1253	1440
13	mission	13	0	116
25	mission	13	116	308
2	mission	13	308	500
3	mission	13	500	692
22	mission	13	692	884
21	mission	13	884	1076
20	mission	13	1076	1268
9	mission	13	1268	1440
14	mission	14	0	123
29	mission	14	123	345
18	mission	14	345	567
2	mission	14	567	789
20	mission	14	789	1011
12	mission	14	1011	1233
24	mission	14	1233	1440
15	mission	15	0	87
23	mission	15	87	295
26	mission	15	295	503
15	mission	15	503	711
28	mission	15	711	919
24	mission	15	919	1127
6	mission	15	1127	1335
3	mission	15	1335	1440
16	mission	16	0	41
27	mission	16	41	261
11	mission	16	261	481
6	mission	16	481	701
9	mission	16	701	921
23	mission	16	921	1141
5	mission	16	1141	1361
4	mission	16	1361	1440
17	mission	17	0	208
6	mission	17	208	438
12	mission	17	438	668
29	mission	17	668	898
16	mission	17	898	1128
21	mission	17	1128	1358
26	mission	17	1358	1440
18	mission	18	0	166
9	mission	18	166	354
21	mission	18	354	542
11	mission	18	542	730
12	mission	18	730	918
17	mission	18	918	1106
26	mission	18	1106	1294
13	mission	18	1294	1440
19	mission	19	0	72
24	mission	19	72	256
8	mission	19	256	440
5	mission	19	440	624
18	mission	19	624	808
15	mission	19	808	992
28	mission	19	992	1176
11	mission	19	1176	1360
12	mission	19	1360	1440
20	mission	20	0	51
26	mission	20	51	245
3	mission	20	245	439
22	mission	20	439	633
24	mission	20	633	827
5	mission	20	827	1021
9	mission	20	1021	1215
22	mission	20	1215	1409
6	mission	20	1409	1440
1	charge	0	110	115
16	charge	0	324	329
27	charge	0	538	543
4	charge	0	752	757
25	charge	0	966	971
22	charge	0	1180	1185
18	charge	0	1394	1399
2	charge	0	163	168
20	charge	0	341	346
7	charge	0	519	524
20	charge	0	697	702
16	charge	0	875	880
2	charge	0	1053	1058
13	charge	0	1231	1236
27	charge	0	1409	1414
3	charge	0	160	165
19	charge	0	374	379
23	charge	0	588	593
27	charge	0	802	807
3	charge	0	1016	1021
8	charge	0	1230	1235
4	charge	0	207	212
5	charge	0	405	410
29	charge	0	603	608
26	charge	0	801	806
14	charge	0	999	1004
7	charge	0	1197	1202
17	charge	0	1395	1400
5	charge	0	158	163
14	charge	0	384	389
10	charge	0	610	615
13	charge	0	836	841
26	charge	0	1062	1067
14	charge	0	1288	1293
6	charge	0	196	201
15	charge	0	428	433
25	charge	0	660	665
10	charge	0	892	897
18	charge	0	1124	1129
2	charge	0	1356	1361
7	charge	0	205	210
12	charge	0	419	424
9	charge	0	633	638
8	charge	0	847	852
6	charge	0	1061	1066
15	charge	0	1275	1280
8	charge	0	172	177
13	charge	0	396	401
19	charge	0	620	625
23	charge	0	844	849
27	charge	0	1068	1073
3	charge	0	1292	1297
9	charge	0	131	136
21	charge	0	315	320
4	charge	0	499	504
28	charge	0	683	688
17	charge	0	867	872
1	charge	0	1051	1056
25	charge	0	1235	1240
16	charge	0	1419	1424
10	charge	0	226	231
1	charge	0	434	439
14	charge	0	642	647
7	charge	0	850	855
11	charge	0	1058	1063
19	charge	0	1266	1271
11	charge	0	166	171
28	charge	0	362	367
24	charge	0	558	563
1	charge	0	754	759
19	charge	0	950	955
10	charge	0	1146	1151
4	charge	0	1342	1347
12	charge	0	174	179
22	charge	0	392	397
17	charge	0	610	615
21	charge	0	828	833
4	charge	0	1046	1051
29	charge	0	1264	1269
13	charge	0	140	145
25	charge	0	332	337
2	charge	0	524	529
3	charge	0	716	721
22	charge	0	908	913
21	charge	0	1100	1105
20	charge	0	1292	1297
14	charge	0	132	137
29	charge	0	354	359
18	charge	0	576	581
2	charge	0	798	803
20	charge	0	1020	1025
12	charge	0	1242	1247
15	charge	0	103	108
23	charge	0	311	316
26	charge	0	519	524
15	charge	0	727	732
28	charge	0	935	940
24	charge	0	1143	1148
6	charge	0	1351	1356
16	charge	0	51	56
27	charge	0	271	276
11	charge	0	491	496
6	charge	0	711	716
9	charge	0	931	936
23	charge	0	1151	1156
5	charge	0	1371	1376
17	charge	0	213	218
6	charge	0	443	448
12	charge	0	673	678
29	charge	0	903	908
16	charge	0	1133	1138
21	charge	0	1363	1368
18	charge	0	192	197
9	charge	0	380	385
21	charge	0	568	573
11	charge	0	756	761
12	charge	0	944	949
17	charge	0	1132	1137
26	charge	0	1320	1325
19	charge	0	100	105
24	charge	0	284	289
8	charge	0	468	473
5	charge	0	652	657
18	charge	0	836	841
15	charge	0	1020	1025
28	charge	0	1204	1209
11	charge	0	1388	1393
20	charge	0	74	79
26	charge	0	268	273
3	charge	0	462	467
22	charge	0	656	661
24	charge	0	850	855
5	charge	0	1044	1049
9	charge	0	1238	1243
22	charge	0	1432	1437
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 1,035 variables, 5,792 constraints
 ! Presolve      : 258,724 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.26s (0.26s extraction + 0.00s propagation)
 !  . Log search space  : 552.8 (before), 552.8 (after)
 !  . Memory usage      : 120.9 MB (before), 120.9 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0      1,035                 -
 + New bound is 60,000
 *        63,221    1,157  1.46s        3      (gap is 5.09%)
 *        63,053    1,802  2.87s        1      (gap is 4.84%)
 *        62,988    1,928  2.89s        1      (gap is 4.74%)
 *        62,945    2,022  2.91s        1      (gap is 4.68%)
 *        62,757    2,377  2.93s        1      (gap is 4.39%)
 *        62,755    2,460  2.96s        1      (gap is 4.39%)
 *        62,708    5,352  2.97s        1      (gap is 4.32%)
 *        62,662    5,552  2.98s        1      (gap is 4.25%)
 *        62,601    6,963  2.99s        1      (gap is 4.15%)
 *        62,501    8,313  3.01s        1      (gap is 4.00%)
 *        62,476    7,166  3.05s        4      (gap is 3.96%)
 *        62,473    8,863  3.06s        4      (gap is 3.96%)
 *        62,447   10,253  3.13s        1      (gap is 3.92%)
 *        62,438   10,979  3.16s        1      (gap is 3.90%)
 *        62,420   11,808  3.28s        1      (gap is 3.88%)
 *        62,371   12,245  3.29s        1      (gap is 3.80%)
 *        62,361   13,188  3.44s        1      (gap is 3.79%)
 *        62,330   13,405  3.46s        1      (gap is 3.74%)
 *        62,318   13,503  3.46s        1      (gap is 3.72%)
 ! Time = 3.46s, Average fail depth = 37, Memory usage = 289.7 MB
 ! Current bound is 60,000 (gap is 3.72%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        62,241   13,853  3.48s        1      (gap is 3.60%)
 *        62,234   13,919  3.57s        1      (gap is 3.59%)
 *        62,202   14,401  3.60s        1      (gap is 3.54%)
 *        62,199   15,459  3.76s        1      (gap is 3.54%)
 *        62,192   17,187  4.01s        1      (gap is 3.52%)
 *        62,181   12,465  4.16s       15      (gap is 3.51%)
 *        62,166   12,787  4.28s       15      (gap is 3.48%)
 *        62,157   23,992  4.29s        5      (gap is 3.47%)
 *        62,154   25,746  4.44s        3      (gap is 3.47%)
 *        62,149   28,312  4.55s        3      (gap is 3.46%)
 *        62,139   28,416  4.68s        5      (gap is 3.44%)
 *        62,128   22,350  4.70s        7      (gap is 3.43%)
 *        62,122   23,052  4.73s        8      (gap is 3.42%)
 *        62,102   24,273  4.75s        8      (gap is 3.38%)
 *        62,097   26,718  4.80s       10      (gap is 3.38%)
 *        62,074   22,676  5.06s       14      (gap is 3.34%)
 *        62,060   33,297  5.18s        5      (gap is 3.32%)
 *        62,031   33,394  5.19s        5      (gap is 3.27%)
 *        62,029   31,867  5.42s       12      (gap is 3.27%)
 *        62,023   26,537  5.55s        1      (gap is 3.26%)
 ! Time = 5.55s, Average fail depth = 34, Memory usage = 284.8 MB
 ! Current bound is 60,000 (gap is 3.26%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        62,018   27,359  5.56s        1      (gap is 3.25%)
 *        62,011   35,499  5.59s        5      (gap is 3.24%)
 *        62,006   36,924  5.67s        5      (gap is 3.24%)
 *        61,999   38,488  5.68s        5      (gap is 3.22%)
 *        61,976   34,916  5.79s       10      (gap is 3.19%)
 *        61,962   30,812  6.01s       13      (gap is 3.17%)
 *        61,953   41,665  6.03s        3      (gap is 3.15%)
 *        61,940   42,882  6.04s        3      (gap is 3.13%)
 *        61,939   37,778  6.13s       12      (gap is 3.13%)
 *        61,932   44,117  6.14s        3      (gap is 3.12%)
 *        61,921   33,706  6.37s        9      (gap is 3.10%)
 *        61,888   31,632  6.46s       16      (gap is 3.05%)
 *        61,883   37,671  6.82s        7      (gap is 3.04%)
 *        61,879   38,160  6.83s        9      (gap is 3.04%)
 *        61,877   42,651  7.06s        9      (gap is 3.03%)
 *        61,870   41,743  7.08s       14      (gap is 3.02%)
 *        61,868   35,355  7.18s        4      (gap is 3.02%)
 *        61,848   47,968  7.19s        5      (gap is 2.99%)
 *        61,837   44,149  7.28s       14      (gap is 2.97%)
 *        61,836   44,468  7.29s       14      (gap is 2.97%)
 ! Time = 7.29s, Average fail depth = 32, Memory usage = 284.7 MB
 ! Current bound is 60,000 (gap is 2.97%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        61,825   34,310  7.40s       15      (gap is 2.95%)
 *        61,823   35,985  7.51s       15      (gap is 2.95%)
 *        61,817   40,065  7.52s       13      (gap is 2.94%)
 *        61,816   47,247  7.75s        7      (gap is 2.94%)
 *        61,814   47,307  7.76s        7      (gap is 2.93%)
 *        61,807   48,904  7.86s       14      (gap is 2.92%)
 *        61,798   53,878  7.97s        5      (gap is 2.91%)
 *        61,796   47,537  8.18s       13      (gap is 2.91%)
 *        61,772   51,189  8.19s        7      (gap is 2.87%)
 *        61,748   42,804  8.28s        4      (gap is 2.83%)
 *        61,747   43,116  8.29s        4      (gap is 2.83%)
 *        61,746   53,311  8.40s       11      (gap is 2.83%)
 *        61,745   57,272  8.41s       12      (gap is 2.83%)
 *        61,727   44,225  8.53s       16      (gap is 2.80%)
 *        61,726   45,789  8.76s       16      (gap is 2.80%)
 *        61,721   52,651  8.90s       13      (gap is 2.79%)
 *        61,720   61,450  9.23s       14      (gap is 2.79%)
 *        61,714   53,645  9.34s        1      (gap is 2.78%)
 *        61,699   60,784  9.46s        7      (gap is 2.75%)
 *        61,694   65,361  9.68s       14      (gap is 2.75%)
 ! Time = 9.68s, Average fail depth = 32, Memory usage = 284.1 MB
 ! Current bound is 60,000 (gap is 2.75%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        61,687   60,865  10.06s      13      (gap is 2.73%)
 *        61,679   65,875  10.83s       9      (gap is 2.72%)
 *        61,668   73,886  11.19s      11      (gap is 2.70%)
 *        61,635   65,671  11.42s       4      (gap is 2.65%)
 *        61,634   68,894  11.64s      16      (gap is 2.65%)
 *        61,633   73,512  11.88s      13      (gap is 2.65%)
 *        61,627   85,837  12.13s      14      (gap is 2.64%)
